"sigla";"razao_social";"cnpj";"tipo_de_ativo";"ano";"setor_de_atividade";"total_pp";"on_pp";"pn_pp";"aberta_fechada";"acordo_de_acionistas_em_vigor";"indicado_para_conselho_de_administracao";"indicado_para_conselho_fiscal"
"CTTU/RECIFE";"CIA. DE TRÂNSITO E TRANSPORTE URBANO DO RECIFE - CTTU";"10.846.103/0001-20";"PARTICIPAÇÃO ACIONÁRIA";2008;"LOGÍSTICA/TRANSPORTES";"11,9";"4,73";"38,85";"FECHADA";"NÃO";"NÃO";"NÃO"
"CTTU/RECIFE";"CIA. DE TRÂNSITO E TRANSPORTE URBANO DO RECIFE - CTTU";"10.846.103/0001-20";"PARTICIPAÇÃO ACIONÁRIA";2007;"LOGÍSTICA/TRANSPORTES";"11,9";"4,73";"38,85";"FECHADA";"NÃO";"NÃO";"NÃO"
"CTTU/RECIFE";"CIA. DE TRÂNSITO E TRANSPORTE URBANO DO RECIFE - CTTU";"10.846.103/0001-20";"PARTICIPAÇÃO ACIONÁRIA";2006;"LOGÍSTICA/TRANSPORTES";"12,46";"5,02";"38,85";"FECHADA";"NÃO";"NÃO";"NÃO"
"CTX";"CTX PARTICIPAÇÕES S.A.";"09.601.322/0001-60";"PARTICIPAÇÃO ACIONÁRIA";2010;"TELECOMUNICAÇÕES";"14,99";"14,99";"0,0";"ABERTA";"SIM";"SIM";"NÃO"
"CTX";"CTX PARTICIPAÇÕES S.A.";"09.601.322/0001-60";"PARTICIPAÇÃO ACIONÁRIA";2009;"TELECOMUNICAÇÕES";"27,8";"27,8";"0,0";"ABERTA";"NÃO";"SIM";"NÃO"
"CTX";"CTX PARTICIPAÇÕES S.A.";"09.601.322/0001-60";"PARTICIPAÇÃO ACIONÁRIA";2008;"TELECOMUNICAÇÕES";"27,8";"27,8";"0,0";"ABERTA";"NÃO";"NÃO";"NÃO"
"CYRELA REALTY";"CYRELA BRAZIL REALTY S.A. EMPREEND. E PARTICIPAÇÕES";"73.178.600/0001-18";"PARTICIPAÇÃO ACIONÁRIA";2019;"IMOBILIÁRIO";"1,28";"1,28";"0,0";"ABERTA";"NÃO";"NÃO";"NÃO"
"CYRELA REALTY";"CYRELA BRAZIL REALTY S.A. EMPREEND. E PARTICIPAÇÕES";"73.178.600/0001-18";"PARTICIPAÇÃO ACIONÁRIA";2018;"IMOBILIÁRIO";"1,28";"1,28";"0,0";"ABERTA";"NÃO";"NÃO";"NÃO"
"CYRELA REALTY";"CYRELA BRAZIL REALTY S.A. EMPREEND. E PARTICIPAÇÕES";"73.178.600/0001-18";"PARTICIPAÇÃO ACIONÁRIA";2017;"IMOBILIÁRIO";"1,28";"1,28";"0,0";"ABERTA";"NÃO";"NÃO";"NÃO"
"CYRELA REALTY";"CYRELA BRAZIL REALTY S.A. EMPREEND. E PARTICIPAÇÕES";"73.178.600/0001-18";"PARTICIPAÇÃO ACIONÁRIA";2016;"IMOBILIÁRIO";"1,28";"1,28";"0,0";"ABERTA";"NÃO";"NÃO";"NÃO"
"CYRELA REALTY";"CYRELA BRAZIL REALTY S.A. EMPREEND. E PARTICIPAÇÕES";"73.178.600/0001-18";"PARTICIPAÇÃO ACIONÁRIA";2015;"IMOBILIÁRIO";"1,28";"1,28";"0,0";"ABERTA";"NÃO";"NÃO";"NÃO"
"CYRELA REALTY";"CYRELA BRAZIL REALTY S.A. EMPREEND. E PARTICIPAÇÕES";"73.178.600/0001-18";"PARTICIPAÇÃO ACIONÁRIA";2014;"IMOBILIÁRIO";"1,28";"1,28";"0,0";"ABERTA";"NÃO";"NÃO";"NÃO"
"CYRELA REALTY";"CYRELA BRAZIL REALTY S.A. EMPREEND. E PARTICIPAÇÕES";"73.178.600/0001-18";"PARTICIPAÇÃO ACIONÁRIA";2013;"IMOBILIÁRIO";"1,22";"1,22";"0,0";"ABERTA";"NÃO";"NÃO";"NÃO"
"CYRELA REALTY";"CYRELA BRAZIL REALTY S.A. EMPREEND. E PARTICIPAÇÕES";"73.178.600/0001-18";"PARTICIPAÇÃO ACIONÁRIA";2012;"IMOBILIÁRIO";"1,22";"1,22";"0,0";"ABERTA";"NÃO";"NÃO";"NÃO"
"CYRELA REALTY";"CYRELA BRAZIL REALTY S.A. EMPREEND. E PARTICIPAÇÕES";"73.178.600/0001-18";"PARTICIPAÇÃO ACIONÁRIA";2011;"IMOBILIÁRIO";"1,21";"1,21";"0,0";"ABERTA";"NÃO";"NÃO";"NÃO"
"DETEN";"DETEN QUÍMICA S.A.";"13.546.106/0001-37";"PARTICIPAÇÃO ACIONÁRIA";2022;"QUÍMICA/PETROQUÍMICA";"0,3";"0,0";"12,76";"FECHADA";"NÃO";"NÃO";"NÃO"
"DETEN";"DETEN QUÍMICA S.A.";"13.546.106/0001-37";"PARTICIPAÇÃO ACIONÁRIA";2021;"QUÍMICA/PETROQUÍMICA";"0,3";"0,0";"12,76";"FECHADA";"NÃO";"NÃO";"NÃO"
"DETEN";"DETEN QUÍMICA S.A.";"13.546.106/0001-37";"PARTICIPAÇÃO ACIONÁRIA";2020;"QUÍMICA/PETROQUÍMICA";"0,3";"0,0";"12,76";"FECHADA";"NÃO";"NÃO";"NÃO"
"DETEN";"DETEN QUÍMICA S.A.";"13.546.106/0001-37";"PARTICIPAÇÃO ACIONÁRIA";2019;"QUÍMICA/PETROQUÍMICA";"0,3";"0,0";"12,76";"FECHADA";"NÃO";"NÃO";"NÃO"
"DETEN";"DETEN QUÍMICA S.A.";"13.546.106/0001-37";"PARTICIPAÇÃO ACIONÁRIA";2018;"QUÍMICA/PETROQUÍMICA";"0,3";"0,0";"12,76";"FECHADA";"NÃO";"NÃO";"NÃO"
"DETEN";"DETEN QUÍMICA S.A.";"13.546.106/0001-37";"PARTICIPAÇÃO ACIONÁRIA";2017;"QUÍMICA/PETROQUÍMICA";"0,3";"0,0";"12,76";"FECHADA";"NÃO";"NÃO";"NÃO"
"DETEN";"DETEN QUÍMICA S.A.";"13.546.106/0001-37";"PARTICIPAÇÃO ACIONÁRIA";2016;"QUÍMICA/PETROQUÍMICA";"0,3";"0,0";"12,76";"FECHADA";"NÃO";"NÃO";"NÃO"
"DETEN";"DETEN QUÍMICA S.A.";"13.546.106/0001-37";"PARTICIPAÇÃO ACIONÁRIA";2015;"QUÍMICA/PETROQUÍMICA";"0,3";"0,0";"12,76";"FECHADA";"NÃO";"NÃO";"NÃO"
"DETEN";"DETEN QUÍMICA S.A.";"13.546.106/0001-37";"PARTICIPAÇÃO ACIONÁRIA";2014;"QUÍMICA/PETROQUÍMICA";"0,3";"0,0";"12,76";"FECHADA";"NÃO";"NÃO";"NÃO"
"DETEN";"DETEN QUÍMICA S.A.";"13.546.106/0001-37";"PARTICIPAÇÃO ACIONÁRIA";2013;"QUÍMICA/PETROQUÍMICA";"0,3";"0,0";"12,76";"FECHADA";"NÃO";"NÃO";"NÃO"
"DETEN";"DETEN QUÍMICA S.A.";"13.546.106/0001-37";"PARTICIPAÇÃO ACIONÁRIA";2012;"QUÍMICA/PETROQUÍMICA";"0,3";"0,0";"12,76";"FECHADA";"NÃO";"NÃO";"NÃO"
"DETEN";"DETEN QUÍMICA S.A.";"13.546.106/0001-37";"PARTICIPAÇÃO ACIONÁRIA";2011;"QUÍMICA/PETROQUÍMICA";"0,3";"0,0";"12,76";"FECHADA";"NÃO";"NÃO";"NÃO"
"DIGITEL";"DIGITEL S.A. INDÚSTRIA ELETRÔNICA";"89.547.269/0001-04";"PARTICIPAÇÃO ACIONÁRIA";2013;"BENS DE CAPITAL";"0,39";"0,0";"0,8";"ABERTA";"SIM";"NÃO";"NÃO"
"DIGITEL";"DIGITEL S.A. INDÚSTRIA ELETRÔNICA";"89.547.269/0001-04";"PARTICIPAÇÃO ACIONÁRIA";2012;"BENS DE CAPITAL";"0,39";"0,0";"0,8";"ABERTA";"SIM";"NÃO";"NÃO"
"DIGITEL";"DIGITEL S.A. INDÚSTRIA ELETRÔNICA";"89.547.269/0001-04";"PARTICIPAÇÃO ACIONÁRIA";2011;"BENS DE CAPITAL";"0,39";"0,0";"0,8";"ABERTA";"SIM";"NÃO";"NÃO"
"EBP";"ESTRUTURADORA BRASILEIRA DE PROJETOS S.A.";"09.376.475/0001-51";"PARTICIPAÇÃO ACIONÁRIA";2022;"SERVIÇOS DIVERSOS";"19,61";"11,11";"44,44";"FECHADA";"NÃO";"NÃO";"NÃO"
"EBP";"ESTRUTURADORA BRASILEIRA DE PROJETOS S.A.";"09.376.475/0001-51";"PARTICIPAÇÃO ACIONÁRIA";2021;"SERVIÇOS DIVERSOS";"19,61";"11,11";"44,44";"FECHADA";"NÃO";"NÃO";"NÃO"
"EBP";"ESTRUTURADORA BRASILEIRA DE PROJETOS S.A.";"09.376.475/0001-51";"PARTICIPAÇÃO ACIONÁRIA";2020;"SERVIÇOS DIVERSOS";"19,61";"11,11";"44,44";"FECHADA";"NÃO";"NÃO";"NÃO"
"EBP";"ESTRUTURADORA BRASILEIRA DE PROJETOS S.A.";"09.376.475/0001-51";"PARTICIPAÇÃO ACIONÁRIA";2019;"SERVIÇOS DIVERSOS";"19,61";"11,11";"44,44";"FECHADA";"NÃO";"SIM";"NÃO"
"EBP";"ESTRUTURADORA BRASILEIRA DE PROJETOS S.A.";"09.376.475/0001-51";"PARTICIPAÇÃO ACIONÁRIA";2018;"SERVIÇOS DIVERSOS";"19,61";"11,11";"44,44";"FECHADA";"NÃO";"SIM";"NÃO"
"EBP";"ESTRUTURADORA BRASILEIRA DE PROJETOS S.A.";"09.376.475/0001-51";"PARTICIPAÇÃO ACIONÁRIA";2017;"SERVIÇOS DIVERSOS";"19,61";"11,11";"44,44";"FECHADA";"NÃO";"SIM";"NÃO"
"EBP";"ESTRUTURADORA BRASILEIRA DE PROJETOS S.A.";"09.376.475/0001-51";"PARTICIPAÇÃO ACIONÁRIA";2016;"SERVIÇOS DIVERSOS";"19,61";"11,11";"44,44";"FECHADA";"NÃO";"SIM";"NÃO"
"EBP";"ESTRUTURADORA BRASILEIRA DE PROJETOS S.A.";"09.376.475/0001-51";"PARTICIPAÇÃO ACIONÁRIA";2015;"SERVIÇOS DIVERSOS";"19,61";"11,11";"44,44";"FECHADA";"NÃO";"SIM";"NÃO"
"EBP";"ESTRUTURADORA BRASILEIRA DE PROJETOS S.A.";"09.376.475/0001-51";"PARTICIPAÇÃO ACIONÁRIA";2014;"SERVIÇOS DIVERSOS";"19,61";"11,11";"44,44";"FECHADA";"NÃO";"SIM";"NÃO"
"EBP";"ESTRUTURADORA BRASILEIRA DE PROJETOS S.A.";"09.376.475/0001-51";"PARTICIPAÇÃO ACIONÁRIA";2013;"SERVIÇOS DIVERSOS";"19,61";"11,11";"30,71";"FECHADA";"NÃO";"SIM";"NÃO"
"EBP";"ESTRUTURADORA BRASILEIRA DE PROJETOS S.A.";"09.376.475/0001-51";"PARTICIPAÇÃO ACIONÁRIA";2012;"SERVIÇOS DIVERSOS";"13,77";"11,11";"22,22";"FECHADA";"NÃO";"SIM";"NÃO"
"EBP";"ESTRUTURADORA BRASILEIRA DE PROJETOS S.A.";"09.376.475/0001-51";"PARTICIPAÇÃO ACIONÁRIA";2011;"SERVIÇOS DIVERSOS";"19,1";"11,11";"44,44";"FECHADA";"NÃO";"SIM";"NÃO"
"EBP";"ESTRUTURADORA BRASILEIRA DE PROJETOS S.A.";"09.376.475/0001-51";"PARTICIPAÇÃO ACIONÁRIA";2010;"SERVIÇOS DIVERSOS";"13,91";"13,91";"0,0";"FECHADA";"NÃO";"SIM";"NÃO"
"EBP";"ESTRUTURADORA BRASILEIRA DE PROJETOS S.A.";"09.376.475/0001-51";"PARTICIPAÇÃO ACIONÁRIA";2009;"SERVIÇOS DIVERSOS";"11,11";"11,11";"0,0";"FECHADA";"NÃO";"NÃO";"NÃO"
"EBP";"ESTRUTURADORA BRASILEIRA DE PROJETOS S.A.";"09.376.475/0001-51";"PARTICIPAÇÃO ACIONÁRIA";2008;"SERVIÇOS DIVERSOS";"11,11";"11,11";"0,0";"FECHADA";"NÃO";"NÃO";"NÃO"
"ECORODOVIAS INF";"ECORODOVIAS INFRAESTRUTURA E LOGÍSTICA S.A.";"04.149.454/0001-80";"PARTICIPAÇÃO ACIONÁRIA";2017;"LOGÍSTICA/TRANSPORTES";"3,76";"3,76";"0,0";"ABERTA";"NÃO";"NÃO";"NÃO"
"ECORODOVIAS INF";"ECORODOVIAS INFRAESTRUTURA E LOGÍSTICA S.A.";"04.149.454/0001-80";"PARTICIPAÇÃO ACIONÁRIA";2016;"LOGÍSTICA/TRANSPORTES";"3,76";"3,76";"0,0";"ABERTA";"NÃO";"NÃO";"NÃO"
"ECORODOVIAS INF";"ECORODOVIAS INFRAESTRUTURA E LOGÍSTICA S.A.";"04.149.454/0001-80";"PARTICIPAÇÃO ACIONÁRIA";2015;"LOGÍSTICA/TRANSPORTES";"3,76";"3,76";"0,0";"ABERTA";"NÃO";"NÃO";"NÃO"
"ECORODOVIAS INF";"ECORODOVIAS INFRAESTRUTURA E LOGÍSTICA S.A.";"04.149.454/0001-80";"PARTICIPAÇÃO ACIONÁRIA";2014;"LOGÍSTICA/TRANSPORTES";"3,76";"3,76";"0,0";"ABERTA";"NÃO";"NÃO";"NÃO"
"ECORODOVIAS INF";"ECORODOVIAS INFRAESTRUTURA E LOGÍSTICA S.A.";"04.149.454/0001-80";"PARTICIPAÇÃO ACIONÁRIA";2013;"LOGÍSTICA/TRANSPORTES";"3,76";"3,76";"0,0";"ABERTA";"NÃO";"NÃO";"NÃO"
"ECORODOVIAS INF";"ECORODOVIAS INFRAESTRUTURA E LOGÍSTICA S.A.";"04.149.454/0001-80";"PARTICIPAÇÃO ACIONÁRIA";2012;"LOGÍSTICA/TRANSPORTES";"3,76";"3,76";"0,0";"ABERTA";"NÃO";"NÃO";"NÃO"
"ECORODOVIAS INF";"ECORODOVIAS INFRAESTRUTURA E LOGÍSTICA S.A.";"04.149.454/0001-80";"PARTICIPAÇÃO ACIONÁRIA";2011;"LOGÍSTICA/TRANSPORTES";"3,76";"3,76";"0,0";"ABERTA";"NÃO";"NÃO";"NÃO"
"ECORODOVIAS INF";"ECORODOVIAS INFRAESTRUTURA E LOGÍSTICA S.A.";"04.149.454/0001-80";"PARTICIPAÇÃO ACIONÁRIA";2010;"LOGÍSTICA/TRANSPORTES";"3,76";"3,76";"0,0";"ABERTA";"NÃO";"NÃO";"NÃO"
"ELEBRA";"ELEBRA S.A. - ELETRÔNICA BRASILEIRA";"53.843.777/0001-84";"PARTICIPAÇÃO ACIONÁRIA";2022;"TI - TECNOLOGIA DA INFORMAÇÃO";"0,0";"0,0";"0,0";"FECHADA";"NÃO";"NÃO";"NÃO"
"ELEBRA";"ELEBRA S.A. - ELETRÔNICA BRASILEIRA";"53.843.777/0001-84";"PARTICIPAÇÃO ACIONÁRIA";2021;"TI - TECNOLOGIA DA INFORMAÇÃO";"0,0";"0,0";"0,0";"FECHADA";"NÃO";"NÃO";"NÃO"
"ELEBRA";"ELEBRA S.A. - ELETRÔNICA BRASILEIRA";"53.843.777/0001-84";"PARTICIPAÇÃO ACIONÁRIA";2020;"TI - TECNOLOGIA DA INFORMAÇÃO";"0,0";"0,0";"0,0";"FECHADA";"NÃO";"NÃO";"NÃO"
"ELEBRA";"ELEBRA S.A. - ELETRÔNICA BRASILEIRA";"53.843.777/0001-84";"PARTICIPAÇÃO ACIONÁRIA";2019;"TI - TECNOLOGIA DA INFORMAÇÃO";"0,0";"0,0";"0,0";"FECHADA";"NÃO";"NÃO";"NÃO"
"ELEBRA";"ELEBRA S.A. - ELETRÔNICA BRASILEIRA";"53.843.777/0001-84";"PARTICIPAÇÃO ACIONÁRIA";2018;"TI - TECNOLOGIA DA INFORMAÇÃO";"0,0";"0,0";"0,0";"FECHADA";"NÃO";"NÃO";"NÃO"
"ELEBRA";"ELEBRA S.A. - ELETRÔNICA BRASILEIRA";"53.843.777/0001-84";"PARTICIPAÇÃO ACIONÁRIA";2017;"TI - TECNOLOGIA DA INFORMAÇÃO";"0,0";"0,0";"0,0";"FECHADA";"NÃO";"NÃO";"NÃO"
"ELEBRA";"ELEBRA S.A. - ELETRÔNICA BRASILEIRA";"53.843.777/0001-84";"PARTICIPAÇÃO ACIONÁRIA";2016;"TI - TECNOLOGIA DA INFORMAÇÃO";"0,0";"0,0";"0,0";"FECHADA";"NÃO";"NÃO";"NÃO"
"ELEBRA";"ELEBRA S.A. - ELETRÔNICA BRASILEIRA";"53.843.777/0001-84";"PARTICIPAÇÃO ACIONÁRIA";2015;"TI - TECNOLOGIA DA INFORMAÇÃO";"0,0";"0,0";"0,0";"FECHADA";"NÃO";"NÃO";"NÃO"
"ELEBRA";"ELEBRA S.A. - ELETRÔNICA BRASILEIRA";"53.843.777/0001-84";"PARTICIPAÇÃO ACIONÁRIA";2014;"TI - TECNOLOGIA DA INFORMAÇÃO";"0,0";"0,0";"0,0";"FECHADA";"NÃO";"NÃO";"NÃO"
"ELEBRA";"ELEBRA S.A. - ELETRÔNICA BRASILEIRA";"53.843.777/0001-84";"PARTICIPAÇÃO ACIONÁRIA";2013;"TI - TECNOLOGIA DA INFORMAÇÃO";"0,0";"0,0";"0,0";"FECHADA";"NÃO";"NÃO";"NÃO"
"ELEBRA";"ELEBRA S.A. - ELETRÔNICA BRASILEIRA";"53.843.777/0001-84";"PARTICIPAÇÃO ACIONÁRIA";2012;"TI - TECNOLOGIA DA INFORMAÇÃO";"0,0";"0,0";"0,0";"FECHADA";"NÃO";"NÃO";"NÃO"
"ELEBRA";"ELEBRA S.A. - ELETRÔNICA BRASILEIRA";"53.843.777/0001-84";"PARTICIPAÇÃO ACIONÁRIA";2011;"TI - TECNOLOGIA DA INFORMAÇÃO";"0,0";"0,0";"0,0";"FECHADA";"NÃO";"NÃO";"NÃO"
"ELEBRA";"ELEBRA S.A. - ELETRÔNICA BRASILEIRA";"53.843.777/0001-84";"PARTICIPAÇÃO ACIONÁRIA";2010;"TI - TECNOLOGIA DA INFORMAÇÃO";"0,0";"0,0";"0,0";"FECHADA";"NÃO";"NÃO";"NÃO"
"ELEBRA";"ELEBRA S.A. - ELETRÔNICA BRASILEIRA";"53.843.777/0001-84";"PARTICIPAÇÃO ACIONÁRIA";2009;"TI - TECNOLOGIA DA INFORMAÇÃO";"0,0";"0,0";"0,0";"FECHADA";"NÃO";"NÃO";"NÃO"
"ELEBRA";"ELEBRA S.A. - ELETRÔNICA BRASILEIRA";"53.843.777/0001-84";"PARTICIPAÇÃO ACIONÁRIA";2008;"TI - TECNOLOGIA DA INFORMAÇÃO";"0,0";"0,0";"0,0";"FECHADA";"NÃO";"NÃO";"NÃO"
"ELEBRA";"ELEBRA S.A. - ELETRÔNICA BRASILEIRA";"53.843.777/0001-84";"PARTICIPAÇÃO ACIONÁRIA";2007;"TI - TECNOLOGIA DA INFORMAÇÃO";"0,0";"0,0";"0,0";"ABERTA";"NÃO";"NÃO";"NÃO"
"ELEBRA";"ELEBRA S.A. - ELETRÔNICA BRASILEIRA";"53.843.777/0001-84";"PARTICIPAÇÃO ACIONÁRIA";2006;"TI - TECNOLOGIA DA INFORMAÇÃO";"0,0";"0,0";"0,0";"ABERTA";"NÃO";"NÃO";"NÃO"
"ELETROACRE";"COMPANHIA DE ELETRICIDADE DO ACRE";"04.065.033/0001-70";"PARTICIPAÇÃO ACIONÁRIA";2017;"ENERGIA";"0,0";"0,0";"0,01";"FECHADA";"NÃO";"NÃO";"NÃO"
"ELETROACRE";"COMPANHIA DE ELETRICIDADE DO ACRE";"04.065.033/0001-70";"PARTICIPAÇÃO ACIONÁRIA";2016;"ENERGIA";"0,0";"0,0";"0,01";"FECHADA";"NÃO";"NÃO";"NÃO"
"ELETROACRE";"COMPANHIA DE ELETRICIDADE DO ACRE";"04.065.033/0001-70";"PARTICIPAÇÃO ACIONÁRIA";2015;"ENERGIA";"0,0";"0,0";"0,01";"FECHADA";"NÃO";"NÃO";"NÃO"
"ELETROACRE";"COMPANHIA DE ELETRICIDADE DO ACRE";"04.065.033/0001-70";"PARTICIPAÇÃO ACIONÁRIA";2014;"ENERGIA";"0,0";"0,0";"0,01";"FECHADA";"NÃO";"NÃO";"NÃO"
"ELETROACRE";"COMPANHIA DE ELETRICIDADE DO ACRE";"04.065.033/0001-70";"PARTICIPAÇÃO ACIONÁRIA";2013;"ENERGIA";"0,0";"0,0";"0,01";"FECHADA";"NÃO";"NÃO";"NÃO"
"ELETROACRE";"COMPANHIA DE ELETRICIDADE DO ACRE";"04.065.033/0001-70";"PARTICIPAÇÃO ACIONÁRIA";2012;"ENERGIA";"0,0";"0,0";"0,01";"FECHADA";"NÃO";"NÃO";"NÃO"
"ELETROACRE";"COMPANHIA DE ELETRICIDADE DO ACRE";"04.065.033/0001-70";"PARTICIPAÇÃO ACIONÁRIA";2011;"ENERGIA";"0,0";"0,0";"0,01";"FECHADA";"NÃO";"NÃO";"NÃO"
"ELETROACRE";"COMPANHIA DE ELETRICIDADE DO ACRE";"04.065.033/0001-70";"PARTICIPAÇÃO ACIONÁRIA";2010;"ENERGIA";"0,0";"0,0";"0,01";"FECHADA";"NÃO";"NÃO";"NÃO"
"ELETROACRE";"COMPANHIA DE ELETRICIDADE DO ACRE";"04.065.033/0001-70";"PARTICIPAÇÃO ACIONÁRIA";2009;"ENERGIA";"0,0";"0,0";"0,01";"FECHADA";"NÃO";"NÃO";"NÃO"
"ELETROACRE";"COMPANHIA DE ELETRICIDADE DO ACRE";"04.065.033/0001-70";"PARTICIPAÇÃO ACIONÁRIA";2008;"ENERGIA";"0,0";"0,0";"0,01";"FECHADA";"NÃO";"NÃO";"NÃO"
"ELETROACRE";"COMPANHIA DE ELETRICIDADE DO ACRE";"04.065.033/0001-70";"PARTICIPAÇÃO ACIONÁRIA";2007;"ENERGIA";"0,0";"0,0";"0,01";"FECHADA";"NÃO";"NÃO";"NÃO"
"ELETROACRE";"COMPANHIA DE ELETRICIDADE DO ACRE";"04.065.033/0001-70";"PARTICIPAÇÃO ACIONÁRIA";2006;"ENERGIA";"0,0";"0,0";"0,01";"FECHADA";"NÃO";"NÃO";"NÃO"
"ELETROBRÁS";"CENTRAIS ELÉTRICAS BRASILEIRAS S.A. - ELETROBRÁS";"00.001.180/0001-26";"PARTICIPAÇÃO ACIONÁRIA";2022;"ENERGIA";"16,14";"16,78";"13,19";"ABERTA";"NÃO";"NÃO";"NÃO"
"ELETROBRÁS";"CENTRAIS ELÉTRICAS BRASILEIRAS S.A. - ELETROBRÁS";"00.001.180/0001-26";"PARTICIPAÇÃO ACIONÁRIA";2021;"ENERGIA";"16,14";"16,78";"13,19";"ABERTA";"NÃO";"NÃO";"NÃO"
"ELETROBRÁS";"CENTRAIS ELÉTRICAS BRASILEIRAS S.A. - ELETROBRÁS";"00.001.180/0001-26";"PARTICIPAÇÃO ACIONÁRIA";2020;"ENERGIA";"16,14";"16,78";"13,19";"ABERTA";"NÃO";"NÃO";"NÃO"
"ELETROBRÁS";"CENTRAIS ELÉTRICAS BRASILEIRAS S.A. - ELETROBRÁS";"00.001.180/0001-26";"PARTICIPAÇÃO ACIONÁRIA";2019;"ENERGIA";"18,72";"19,9";"13,91";"ABERTA";"NÃO";"NÃO";"NÃO"
"ELETROBRÁS";"CENTRAIS ELÉTRICAS BRASILEIRAS S.A. - ELETROBRÁS";"00.001.180/0001-26";"PARTICIPAÇÃO ACIONÁRIA";2018;"ENERGIA";"18,72";"19,9";"13,91";"ABERTA";"NÃO";"SIM";"NÃO"
"ELETROBRÁS";"CENTRAIS ELÉTRICAS BRASILEIRAS S.A. - ELETROBRÁS";"00.001.180/0001-26";"PARTICIPAÇÃO ACIONÁRIA";2017;"ENERGIA";"18,72";"19,9";"13,91";"ABERTA";"NÃO";"SIM";"NÃO"
"ELETROBRÁS";"CENTRAIS ELÉTRICAS BRASILEIRAS S.A. - ELETROBRÁS";"00.001.180/0001-26";"PARTICIPAÇÃO ACIONÁRIA";2016;"ENERGIA";"18,72";"19,9";"13,91";"ABERTA";"NÃO";"SIM";"NÃO"
"ELETROBRÁS";"CENTRAIS ELÉTRICAS BRASILEIRAS S.A. - ELETROBRÁS";"00.001.180/0001-26";"PARTICIPAÇÃO ACIONÁRIA";2015;"ENERGIA";"18,72";"19,9";"13,91";"ABERTA";"NÃO";"NÃO";"NÃO"
"ELETROBRÁS";"CENTRAIS ELÉTRICAS BRASILEIRAS S.A. - ELETROBRÁS";"00.001.180/0001-26";"PARTICIPAÇÃO ACIONÁRIA";2014;"ENERGIA";"18,72";"19,9";"13,91";"ABERTA";"NÃO";"NÃO";"NÃO"
"ELETROBRÁS";"CENTRAIS ELÉTRICAS BRASILEIRAS S.A. - ELETROBRÁS";"00.001.180/0001-26";"PARTICIPAÇÃO ACIONÁRIA";2013;"ENERGIA";"18,72";"19,9";"13,91";"ABERTA";"NÃO";"NÃO";"NÃO"
"ELETROBRÁS";"CENTRAIS ELÉTRICAS BRASILEIRAS S.A. - ELETROBRÁS";"00.001.180/0001-26";"PARTICIPAÇÃO ACIONÁRIA";2012;"ENERGIA";"18,72";"19,9";"13,91";"ABERTA";"NÃO";"NÃO";"NÃO"
"ELETROBRÁS";"CENTRAIS ELÉTRICAS BRASILEIRAS S.A. - ELETROBRÁS";"00.001.180/0001-26";"PARTICIPAÇÃO ACIONÁRIA";2011;"ENERGIA";"21,61";"23,49";"13,91";"ABERTA";"NÃO";"NÃO";"NÃO"
"ELETROBRÁS";"CENTRAIS ELÉTRICAS BRASILEIRAS S.A. - ELETROBRÁS";"00.001.180/0001-26";"PARTICIPAÇÃO ACIONÁRIA";2010;"ENERGIA";"18,5";"21,08";"8,22";"ABERTA";"NÃO";"NÃO";"NÃO"
"ELETROBRÁS";"CENTRAIS ELÉTRICAS BRASILEIRAS S.A. - ELETROBRÁS";"00.001.180/0001-26";"PARTICIPAÇÃO ACIONÁRIA";2009;"ENERGIA";"18,5";"21,08";"8,22";"ABERTA";"NÃO";"NÃO";"NÃO"
"ELETROBRÁS";"CENTRAIS ELÉTRICAS BRASILEIRAS S.A. - ELETROBRÁS";"00.001.180/0001-26";"PARTICIPAÇÃO ACIONÁRIA";2008;"ENERGIA";"11,81";"14,78";"0,0";"ABERTA";"NÃO";"NÃO";"NÃO"
"ELETROBRÁS";"CENTRAIS ELÉTRICAS BRASILEIRAS S.A. - ELETROBRÁS";"00.001.180/0001-26";"PARTICIPAÇÃO ACIONÁRIA";2007;"ENERGIA";"11,84";"14,78";"0,0";"ABERTA";"NÃO";"NÃO";"NÃO"
"ELETROBRÁS";"CENTRAIS ELÉTRICAS BRASILEIRAS S.A. - ELETROBRÁS";"00.001.180/0001-26";"PARTICIPAÇÃO ACIONÁRIA";2006;"ENERGIA";"11,84";"14,78";"0,0";"ABERTA";"NÃO";"NÃO";"NÃO"
"ELETROPAULO";"ELETROPAULO METROPOLITANA ELETRICIDADE DE SÃO PAULO S.A";"61.695.227/0001-93";"-";2018;"ENERGIA";"";"";"";"ABERTA";"NÃO";"SIM";"SIM"
"ELETROPAULO";"ELETROPAULO METROPOLITANA ELETRICIDADE DE SÃO PAULO S.A";"61.695.227/0001-93";"PARTICIPAÇÃO ACIONÁRIA";2017;"ENERGIA";"18,73";"18,73";"0,0";"ABERTA";"NÃO";"SIM";"SIM"
"ELETROPAULO";"ELETROPAULO METROPOLITANA ELETRICIDADE DE SÃO PAULO S.A";"61.695.227/0001-93";"PARTICIPAÇÃO ACIONÁRIA";2016;"ENERGIA";"18,55";"22,22";"16,71";"ABERTA";"SIM";"SIM";"SIM"
